start	end	text
6344114	6370209	Algo que tú me lo explicaste como persona, pues como individuo, pero de pronto puede aplicar para otras personas dentro de la compañía que te liberan mucho tiempo también para, no sé, hacer cualquier otro tipo de tarea que tengan ustedes aquí dentro de Trixx y que te sirva de pronto para lo que vos decías de venga busquemos más clientes, no sé, pues ya eso digamos que con el tiempo que se gane veamos pues como que se puede optimizar o como se puede desarrollar.
6370749	6371970	Entonces yo me llevo toda esta información
6372718	6376361	Les presento una solución, la compartimos, después ustedes me dicen en qué momento.
6376381	6377001	¿Tú tienes visa?
6377762	6380824	Yo en ese momento, ¿para Estados Unidos dices o aquí en México?
6380844	6381845	Para Estados Unidos.
6381885	6387189	Yo tengo pasaporte español, entonces yo tengo visa no de trabajo, pero yo puedo cruzar sin ningún problema.
6387710	6396877	Antes de que nos des una propuesta o una solución o algo, aquí fue nada más como el cafecito para el chiste.
6397397	6397817	Sí señor.
6400058	6409884	Siempre le he dicho a Marilena las decisiones que se toman de escritorio para mí nunca han sido las... tenemos que conocerla otra parte.
6409964	6427594	Tiene uno que ir, ver el comportamiento, cuál es el flujo del trabajo, una platicadita con el personal, ver qué es lo que está pasando, o sea, no es lo mismo
6429194	6438078	Que te digan, no, usted tiene que poner a una persona muy agradable así, pero así yo les pague ahí cinco mil dólares por semana y ponga a alguien bien agradable.
6438098	6441720	El ambiente es duro, es duro.
6442320	6447342	El ver maniobrar un camión, el ver que se echa de reversa, eso cuesta.
6447362	6449703	¿Cuánto cuesta diésel ese camión?
6449763	6452484	Ver unos camiones impresionantes, las cajas.
6452504	6454665	¿Qué hay detrás de todo eso?
6454685	6456026	¿Dónde va ese paquete?
6456582	6457703	¿Dónde va esa mercancía?
6457723	6460904	¿Ese cliente con qué finalidad lo llevas?
6460924	6462865	¿Para ayudar a tus familiares?
6463025	6465947	No meternos en eso, pero sí por el precio que lleva.
6466307	6472911	El que se dedica al negocio, el que manda por nosotros por necesidad, el que le gusta nuestro servicio.
6472931	6481195	Ese tema lo he olvidado porque ya no sé qué esté pasando con los clientes.
6481776	6486278	Tenemos una cartera de clientes grandes, muchos se fueron por la actitud, muchos.
6487142	6491644	Y quien quiera retomar, a ver, oiga, véngase, mire, le damos un precio especial.
6491684	6495706	Como que no quiero que nos atiendan ese pinche viejo gordo, feo, déspota.
6495726	6497006	Ahí se me viene junta.
6497447	6503369	Ahí, aunque me dé la solución, no es la solución.
6504309	6508131	Pongo una barbie que nos atiendan ahí, no va a faltar la barbie.
6508711	6515174	Pongo a un señor que sea carismático, que hable de la Iglesia, de la Biblia, tampoco.
6516010	6520972	Porque se va a estar pudiendo predicar la palabra ahí y me va a echar a perder a toda la gente.
6521472	6525534	Entonces, sí es un tema delicadón.
6526314	6538899	Si quiero retomar al cliente que me deja más dinero, ese que le cobramos 300 dólares, 400 dólares y cada semana, cada 15 días va, pero se han ido por la actitud del personal que tengo.
6539419	6543561	Otro tema es cuando llegan al destino en Guadalajara.
6543861	6545782	Ese es otro tema.
6546102	6547563	Es la parte dos.
6547623	6560510	Es parte dos y parte tres la de México con los llanes, yunes y ayer que me costó sesenta mil pesos una pendejada, una estupidez.
6563552	6565072	Es lo mismo a lo que todos retomamos.
6565473	6567714	Vamos haciendo confianza, confianza, confianza.
6568806	6571027	Más la comunicación y ya hacen lo que ellos quieran.
6571387	6572587	Ya él tomó la decisión.
6572607	6575268	¿Y a qué horas tomaste la decisión tú de mandar ese camión así?
6575828	6576988	No, pues que se lo hizo fácil.
6577008	6577589	¿Y con quién?
6577949	6581690	Y mira.
6581970	6589052	Son seguimientos que también yo digo, bueno, seré el dueño, pero no puedo estar en todo.
6589092	6597714	Yo creo que una cosa muy importante que precisamente tú lo estabas buscando es uno tiene que automatizar esos procesos, no para estar en el día a día de la operación.
6598386	6600148	Sino para entender qué es lo que está pasando.
6600569	6609639	Ustedes ya no están pues que están en una posición digamos que toma decisiones para ser operarios ni para estar resolviendo problemas que es que esa persona le respondió mal al cliente.
6609720	6614525	Ustedes tienen que tomar decisiones en información que les llega de todo el flujo de la cadena.
6615358	6620723	Y esa información tiene que estar clara, tiene que estar al día y tiene que estar casi que en temas de logística inmediata.
6620743	6621743	¿Dónde está el camión?
6621763	6622864	Puedes responderle al cliente.
6623525	6633733	Yo creo que como vos decís, si es de cuestión de ir a campo, ir a conocer las personas, no solamente a Estados Unidos sino también en Guadalajara, en Monterrey en ese momento me dices la ciudad cercana, no me acuerdo el nombre.
6633793	6639158	En Monterrey pues vas a empezar, probablemente vas a empezar más a trabajar ahí, ¿verdad?
6639458	6644760	Bueno, va a empezar el lunes a ver si va a abrir el mercado.
6644800	6664148	Yo creo que es de tomarlo poco a poco, de empezar a ver casi que en el corto plazo cuáles son las pequeñas pasos que podemos dar para pisar fuerte y empezar a solucionar cosas que nos alivian en tiempo a todos y a partir de ahí ya con más conocimiento de la compañía ver qué otras implementaciones y desarrollos se pueden tomar.
6664168	6667610	Porque es bien bonito platicar y tomar cafecito.
6669178	6674920	Si a la hora de la verdad, a la hora de usted, como se dice en Colombia, hay que ver cómo se pueden solucionar las cosas.
6676600	6684063	Entonces, bueno, yo creo que, excepto que me quieran comentar algo más, yo ya tengo pues como una visión un poco general de la compañía que toca puntualizar.
6684083	6688104	Nada más quiero que veas el programa Monday donde se está como vaciando toda la información.
6695746	6701831	¿Podemos agendar una visita?
6702392	6703152	Sí, cuando quieran.
6703372	6708737	Yo con esto ya puedo por lo menos entregar pues un primer reporte del corto plazo.
6710378	6714362	Sí me gustaría, la verdad, sí me gustaría para conocer más, para...
6714382	6720407	Pues el jueves a Los Ángeles.
6720427	6721508	Bueno, hay que cerrar eso también.
6721528	6722088	No, yo podría.
6722469	6723770	Lo único es que yo tengo que cruzar.
6724878	6726420	En moto pero la puedo dar al otro lado.
6726980	6729443	O caminando, pero caminando entre semana es un poco más complicado.
6729463	6732586	O te animarías con Passeme y con el carro a los dos.
6732646	6733206	Ah bueno, sí.
6733907	6734167	También.
6735949	6739592	Eso tiene sentido.
6739752	6749121	No importa, este, nada más que estoy viendo...
6749141	6750182	Si, vemos, vemos ya lo del cruce, pues ya.
6751158	6752899	No, yo lo soluciono, no te preocupes.
6752919	6757001	En últimas cruces motos la debo ahí y alquilo un carro y nos vamos para... pues eso sí es sencillo.
6757101	6757721	No, pero si tenemos.
6757741	6766064	Déjame ver si va Héctor.
6766125	6767685	Veo si va a ir Héctor.
6767945	6769706	Pues veré a Eduardo dijiste, ¿no?
6769726	6772627	No, pero Eduardo... no, pues a Eduardo nomás lo iban a mandar a llevar dinero.
6773568	6777850	Este, veo si va Héctor y nos vamos todos a hacer una...
6780330	6783512	Es más espacioso.
6783572	6787513	Tiene un departamento en Los Angeles y a veces se queda.
6809751	6810912	¿No tienes cargador?
6810972	6812034	En mi lugar hay.
6812054	6813355	Si quieres sí, vamos a ver el monte.
6813475	6816199	Igual yo tengo más tiempo, no es que quiera.
